type(String),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String),coordinates(String),ident(String),name(String),elevation_ft(Integer)
small_airport,NA,US,US-NY,Westtown,1NK5,1NK5,"41.36149978637695, -74.52429962158203",1NK5,Westtown Airport,600
small_airport,NA,US,US-NY,Wilmington,1NK6,1NK6,"44.42369842529297, -73.74960327148438",1NK6,Catalano Airfield,840
small_airport,NA,US,US-NY,Boonville,1NK7,1NK7,"43.46670150756836, -75.24960327148438",1NK7,Boonville Inc Airport,1200
small_airport,NA,US,US-NY,Binghamton,1NK8,1NK8,"42.19169998168945, -75.84130096435547",1NK8,Chenango Bridge Airport,940
heliport,NA,US,US-NY,Huntington,1NK9,1NK9,"40.88399887084961, -73.42289733886719",1NK9,Huntington Emergency Helistop,12
small_airport,NA,US,US-NM,Silver City,1NM0,1NM0,"33.21200180053711, -108.0260009765625",1NM0,Me-Own Airport,7554
small_airport,NA,US,US-NV,Fallon,1NV1,1NV1,"39.41529846191406, -118.83699798583984",1NV1,Fallon Southwest Airpark,3950
heliport,NA,US,US-NV,Henderson,1NV2,1NV2,"36.12480163574219, -114.90899658203125",1NV2,Lake Las Vegas Heliport,1380
heliport,NA,US,US-NY,Hamburg,1NY0,1NY0,"42.7881126404, -78.8494796753",1NY0,Woodlawn Beach State Park Heliport,590
heliport,NA,US,US-NY,Eastport,1NY1,1NY1,"40.816772, -72.730781",1NY1,Seatuck Cove Heliport,8
small_airport,NA,US,US-NY,Richland,1NY3,1NY3,"43.5667, -76.032997",1NY3,Richland Airpark,560
small_airport,NA,US,US-NY,Saranac,1NY4,1NY4,"44.61750030517578, -73.91100311279297",1NY4,High Banks Farm Landing Area Airport,1520
small_airport,NA,US,US-NY,Poughkeepsie,1NY5,1NY5,"41.638999938964844, -73.7428970336914",1NY5,Sherman Field,625
heliport,NA,US,US-NY,Carlisle,1NY6,1NY6,"42.75400161743164, -74.40070343017578",1NY6,Tgp-249 Heliport,1300
small_airport,NA,US,US-NY,Scipio,1NY8,1NY8,"42.80009841918945, -76.58300018310547",1NY8,Killian Airfield,1020
small_airport,NA,US,US-NY,Caughdenoy,1NY9,1NY9,"43.265899658203125, -76.18800354003906",1NY9,Caughdenoy Airport,400
seaplane_base,NA,US,US-OR,Florence,1O0,1O0,"43.90420150756836, -124.11499786376953",1O0,Lake Woahink Seaplane Base,39
small_airport,NA,US,US-CA,Dunsmuir,KMHS,1O6,"41.263199, -122.272003",1O6,Dunsmuir Muni-Mott Airport,3258
small_airport,NA,US,US-OH,Pleasant Hill,1OA1,1OA1,"40.0458984375, -84.33439636230469",1OA1,Bashore Airport,940
small_airport,NA,US,US-OH,Grafton,1OA2,1OA2,"41.26169967651367, -81.9906997680664",1OA2,Mole Airport,854
small_airport,NA,US,US-OH,Blanchester,1OA3,1OA3,"39.33340072631836, -83.85549926757812",1OA3,Barnett Airpark,1010
small_airport,NA,US,US-OH,Springfield,1OA4,1OA4,"39.92359924316406, -83.66169738769531",1OA4,Kepes Flying Field,1080
small_airport,NA,US,US-OH,Fayetteville,1OA5,1OA5,"39.21950149536133, -83.95269775390625",1OA5,Double J Airport,972
small_airport,NA,US,US-OH,Morrow,1OA6,1OA6,"39.33620071411133, -84.0457992553711",1OA6,Frith Airport,910
small_airport,NA,US,US-OH,Louisville,1OA7,1OA7,"40.84170150756836, -81.24150085449219",1OA7,Yoder Airport,1149
small_airport,NA,US,US-OH,Kilbourne,1OA8,1OA8,"40.34669876098633, -82.90440368652344",1OA8,Erdy Farm Airport,981
heliport,NA,US,US-OH,Wilmington,1OH0,1OH0,"39.44419860839844, -83.84020233154297",1OH0,Clinton Memorial Hospital Heliport,1022
small_airport,NA,US,US-OH,Quincy,1OH1,1OH1,"40.30139923095703, -83.9760971069336",1OH1,S and S Field,1057
small_airport,NA,US,US-OH,Bellevue,1OH2,1OH2,"41.24399948120117, -82.86630249023438",1OH2,Dougherty Airport,807
small_airport,NA,US,US-OH,Castalia,1OH3,1OH3,"41.389198303222656, -82.76270294189453",1OH3,Mather Field,640
small_airport,NA,US,US-OH,St Marys,1OH4,1OH4,"40.555301666259766, -84.3865966796875",1OH4,Fortman Airport,885
heliport,NA,US,US-OH,San Marghareta,1OH5,1OH5,"39.99729919433594, -83.08519744873047",1OH5,Minit-Men Inc Heliport,685
heliport,NA,US,US-OH,Sidney,1OH6,1OH6,"40.29759979248047, -84.16339874267578",1OH6,Odot Heliport,1026
small_airport,NA,US,US-OH,Sonora,1OH7,1OH7,"39.99399948120117, -81.86370086669922",1OH7,Derry Landing Strip,905
small_airport,NA,US,US-OH,South Charleston,1OH8,1OH8,"39.86669921875, -83.63330078125",1OH8,Lisbon Airfield,1160
small_airport,NA,US,US-OH,Peebles,1OH9,1OH9,"38.93510055541992, -83.39939880371094",1OH9,Lewis Airport,862
heliport,NA,US,US-OH,Mansfield,1OI0,1OI0,"40.8047981262207, -82.51129913330078",1OI0,Manairco Heliport,1265
small_airport,NA,US,US-OH,Middlefield,1OI1,1OI1,"41.42839813232422, -81.06400299072266",1OI1,Pauls Airport,1191
heliport,NA,US,US-OH,Moreland Hills,1OI4,1OI4,"41.44089889526367, -81.44319915771484",1OI4,Som Jackson Heliport,1050
small_airport,NA,US,US-OH,New Lebanon,1OI6,1OI6,"39.77009963989258, -84.4166030883789",1OI6,Stone Airport,978
small_airport,NA,US,US-OH,Norwalk,1OI7,1OI7,"41.15840148925781, -82.56659698486328",1OI7,Knight Airport,925
small_airport,NA,US,US-OH,Piqua,1OI9,1OI9,"40.177299499499995, -84.29440307620001",1OI9,Mc Colloch's Airport,990
small_airport,NA,US,US-OK,Bristow,1OK0,1OK0,"35.894500732421875, -96.27940368652344",1OK0,Neversweat Airport,775
small_airport,NA,US,US-OK,Kingfisher,1OK1,1OK1,"35.82500076293945, -97.80590057373047",1OK1,Dave's Place Airport,1160
small_airport,NA,US,US-OK,Bray,1OK3,1OK3,"34.5760993958, -97.8141021729",1OK3,Wolfe Field Airport,1194
heliport,NA,US,US-OK,Idabel,1OK4,1OK4,"33.8823013306, -94.8113021851",1OK4,Mc Curtain Memorial Hospital Heliport,480
small_airport,NA,US,US-OK,Lone Wolf,1OK5,1OK5,"34.9833984375, -99.22949981689453",1OK5,Hohman Airport,1563
small_airport,NA,US,US-OK,Maysville,1OK7,1OK7,"34.80009841918945, -97.4822006225586",1OK7,Grimes Airport,1035
small_airport,NA,US,US-OK,Edmond,1OK8,1OK8,"35.729801177978516, -97.54139709472656",1OK8,5B Ranch Airport,1085
small_airport,NA,US,US-OK,Marietta,1OK9,1OK9,"33.975101470947266, -97.08920288085938",1OK9,Hankins Airport,843
small_airport,NA,US,US-OK,Harrah,1OL2,1OL2,"35.48899841308594, -97.19200134277344",1OL2,Steciak Strip,1100
small_airport,NA,US,US-OR,North Bend,1OR0,1OR0,"43.48320007324219, -124.2030029296875",1OR0,Sunnyhill Airport,320
heliport,NA,US,US-OR,Newberg,1OR1,1OR1,"45.35540008544922, -122.94599914550781",1OR1,Chehalem Mountain Heliport,900
heliport,NA,US,US-OR,North Bend,1OR2,1OR2,"43.40869903564453, -124.21800231933594",1OR2,Menasha Pad Heliport,14
small_airport,NA,US,US-OR,North Plains,1OR3,1OR3,"45.59149932861328, -123.01000213623047",1OR3,Sunset Air Strip,207
small_airport,NA,US,US-OR,North Plains,1OR4,1OR4,"45.604000091552734, -123.0250015258789",1OR4,North Plains Gliderport,210
small_airport,NA,US,US-OR,Olex,1OR5,1OR5,"45.48740005493164, -120.22599792480469",1OR5,Reed Airport,1550
small_airport,NA,US,US-OR,Oregon City,1OR6,1OR6,"45.37139892578125, -122.55400085449219",1OR6,Clackamas Heights Airport,545
small_airport,NA,US,US-OR,Oregon City,1OR7,1OR7,"45.287899017333984, -122.45600128173828",1OR7,Skyhill Airport,735
heliport,NA,US,US-OR,Oregon City,1OR8,1OR8,"45.334800720214844, -122.59700012207031",1OR8,Clackamas County Redsoils Heliport,470
heliport,NA,US,US-OR,Oregon City,1OR9,1OR9,"45.357601165771484, -122.58599853515625",1OR9,Willamette Falls Community Hospital Heliport,275
small_airport,NA,US,US-NH,Plymouth,1P1,1P1,"43.77920150756836, -71.75370025634766",1P1,Plymouth Municipal Airport,505
small_airport,NA,US,US-PA,Jersey Shore,1PA0,1PA0,"41.133399963378906, -77.19969940185547",1PA0,Hinaman Acres Airport,800
heliport,NA,US,US-PA,Philadelphia,1PA1,1PA1,"40.00960159301758, -75.21379852294922",1PA1,401 City Avenue Heliport,234
heliport,NA,US,US-PA,Philadelphia,1PA2,1PA2,"40.006500244140625, -75.12570190429688",1PA2,St Christopher's Hospital For Children Heliport,163
small_airport,NA,US,US-PA,Kellers Church,1PA3,1PA3,"40.45009994506836, -75.19960021972656",1PA3,Ridgeview Airport,520
small_airport,NA,US,US-PA,Lewistown,1PA4,1PA4,"40.5526008605957, -77.62000274658203",1PA4,Wagner Airport,520
small_airport,NA,US,US-PA,New Galilee,1PA5,1PA5,"40.830244, -80.413678",1PA5,Beaver Creek Ultralightport,928
small_airport,NA,US,US-PA,Kennett Square,1PA6,1PA6,"39.827301025390625, -75.72350311279297",1PA6,Whittle Airport,345
heliport,NA,US,US-PA,Huntington Valley,1PA7,1PA7,"40.124298095703125, -75.03410339355469",1PA7,Philmont Heliport,250
small_airport,NA,US,US-PA,Klingerstown,1PA9,1PA9,"40.66680145263672, -76.68299865722656",1PA9,Schadels Airport,700
small_airport,NA,US,US-PA,Pottstown,1PN0,1PN0,"40.20140075683594, -75.71420288085938",1PN0,Bentley Airport,690
small_airport,NA,US,US-PA,Transfer,1PN1,1PN1,"41.33420181274414, -80.42060089111328",1PN1,Napodano Airport,1060
heliport,NA,US,US-PA,Reading,1PN2,1PN2,"40.26390075683594, -75.92220306396484",1PN2,Green Hills Corp Heliport,440
heliport,NA,PR,PR-U-A,Guaynabo,1PR3,1PR3,"18.406099319458008, -66.10600280761719",1PR3,San Patricio Heliport,157
small_airport,NA,US,US-PA,Osterburg,1PS0,1PS0,"40.191898345947266, -78.564697265625",1PS0,Ickes Airport,1320
heliport,NA,US,US-PA,Hermitage,1PS1,1PS1,"41.2401008605957, -80.46479797363281",1PS1,Hermitage Central Fire Station Heliport,1165
heliport,NA,US,US-PA,Myerstown,1PS3,1PS3,"40.36119842529297, -76.32469940185547",1PS3,P J Valves Heliport,495
small_airport,NA,US,US-PA,Osceola Mills,1PS4,1PS4,"40.86090087890625, -78.25810241699219",1PS4,Sankey Airport,1620
heliport,NA,US,US-PA,Philadelphia,1PS5,1PS5,"39.94820022583008, -75.19429779052734",1PS5,Children's Hospital Heliport,167
heliport,NA,US,US-PA,Philadelphia,1PS6,1PS6,"40.06959915161133, -74.98210144042969",1PS6,Frankford Hospital-Torresdale Division Heliport,99
heliport,NA,US,US-PA,Philadelphia,1PS7,1PS7,"39.95709991455078, -75.1626968383789",1PS7,Hahnemann Heliport,166
heliport,NA,US,US-PA,Punxsutawney,1PS8,1PS8,"40.96120071411133, -79.00080108642578",1PS8,Punxsutawney Area Hospital Heliport,1517
small_airport,NA,US,US-PA,Trumbauersville,1PS9,1PS9,"40.40340042114258, -75.37049865722656",1PS9,Wicker & Wings Aerodrome,590
small_airport,NA,US,US-CA,Strathmore,1Q1,1Q1,"36.162498474121094, -119.05000305175781",1Q1,Eckert Field,426
small_airport,NA,US,US-CA,Upper Lake,1Q5,1Q5,"39.44990158081055, -122.95500183105469",1Q5,Gravelly Valley Airport,1900
small_airport,NA,US,US-WA,Point Roberts,1RL,1RL,"48.979698181152344, -123.0790023803711",1RL,Point Roberts Airpark,10
small_airport,NA,US,US-ID,Porthill,1S1,1S1,"48.99580001831055, -116.5009994506836",1S1,Eckhart International Airport,1756
small_airport,NA,US,US-WA,Darrington,1S2,1S2,"48.25859832763672, -121.61000061035156",1S2,Darrington Municipal Airport,553
small_airport,NA,US,US-ID,Priest River,1S6,1S6,"48.19020080566406, -116.90899658203125",1S6,Priest River Municipal Airport,2187
small_airport,NA,US,US-ID,Slate Creek,1S7,1S7,"45.67490005493164, -116.30899810791016",1S7,Slate Creek Airport,1660
small_airport,NA,US,US-OR,Arlington,1S8,1S8,"45.71649932861328, -120.16799926757812",1S8,Arlington Municipal Airport,890
small_airport,NA,US,US-SC,Hopkins,1SC2,1SC2,"33.933799743652344, -80.79609680175781",1SC2,Gwinn Field,390
small_airport,NA,US,US-SD,Glad Valley,1SD0,1SD0,"45.323001861572266, -101.74199676513672",1SD0,Dorsey Ranch Airport,2350
small_airport,NA,US,US-SD,Scotland,1SD1,1SD1,"43.165401458740234, -97.73090362548828",1SD1,Burke Field,1352
heliport,NA,US,US-SD,Rapid City,1SD2,1SD2,"44.07360076904297, -103.27100372314453",1SD2,Camp Rapid Heliport,3345
small_airport,NA,US,US-SD,Hurley,1SD3,1SD3,"43.233299255371094, -97.15029907226562",1SD3,Turkey Ridge Airport,1325
small_airport,NA,US,US-SD,Faith,1SD4,1SD4,"44.86669921875, -102.41699981689453",1SD4,Vig Limousin Airport,2552
small_airport,NA,US,US-SD,White Lake,1SD5,1SD5,"43.76860046386719, -98.79869842529297",1SD5,Drake Farm Airport,1659
small_airport,NA,US,US-SD,Oelrich's,1SD6,1SD6,"43.11029815673828, -103.2300033569336",1SD6,Bogner No Ii Airport,3500
heliport,NA,US,US-SD,Rosebud,1SD7,1SD7,"43.25749969482422, -100.8499984741211",1SD7,Rosebud Comprehensive Health Care Facility Heliport,2715
small_airport,NA,US,US-SD,Albee,1SD8,1SD8,"45.047698974609375, -96.55259704589844",1SD8,Tribitt Airport,1175
heliport,NA,US,US-SD,Sioux Falls,1SD9,1SD9,"43.5354995728, -96.74420166019999",1SD9,Sanford Usd Medical Center Heliport,1708
small_airport,NA,US,US-TX,San Antonio,1T8,1T8,"29.739099502563477, -98.45110321044922",1T8,Bulverde Airpark,1080
heliport,NA,US,US-TX,Seabrook,1TA0,1TA0,"29.611099243164062, -95.010498046875",1TA0,Fina Bayport Heliport,16
heliport,NA,US,US-TX,Jasper,1TA1,1TA1,"30.984399795532227, -94.13770294189453",1TA1,Tgp 32 Heliport,118
small_airport,NA,US,US-TX,Tulia,1TA2,1TA2,"34.65010070800781, -101.5",1TA2,Vigo Park Airport,3383
heliport,NA,US,US-TX,Alvin,1TA3,1TA3,"29.45359992980957, -95.23629760742188",1TA3,D W C Heliport,39
small_airport,NA,US,US-TX,Crockett,1TA4,1TA4,"31.458499908447266, -95.29609680175781",1TA4,Last Resort Airport,420
small_airport,NA,US,US-TX,Denver City,1TA5,1TA5,"32.94179916381836, -103",1TA5,Two Leggs Airport,3625
heliport,NA,US,US-TX,Whitesboro,1TA6,1TA6,"33.70090103149414, -96.9135971069336",1TA6,Morningstar Ranch Heliport,737
small_airport,NA,US,US-TX,Canton,1TA7,1TA7,"32.61600112915039, -95.86830139160156",1TA7,Thompson Field,515
heliport,NA,US,US-TX,Houston,1TA9,1TA9,"29.725500106811523, -95.42970275878906",1TA9,Ktrk Tv Station Heliport,80
small_airport,NA,US,US-TX,Muleshoe,1TE0,1TE0,"34.269500732421875, -102.71700286865234",1TE0,Locker Brothers Airport,3802
small_airport,NA,US,US-TX,Catarina,1TE1,1TE1,"28.25029945373535, -99.81700134277344",1TE1,Briscoes Catarina Ranch Airport,650
small_airport,NA,US,US-TX,Crosby,1TE2,1TE2,"29.986299514770508, -95.01689910888672",1TE2,Flying F Ranch Airport,65
small_airport,NA,US,US-TX,Jacksonville,1TE3,1TE3,"31.917400360107422, -95.20719909667969",1TE3,Bolton Airport,450
small_airport,NA,US,US-TX,Marion,1TE4,1TE4,"29.495500564575195, -98.15779876708984",1TE4,Zuehl Airport,592
small_airport,NA,US,US-TX,Hearne,1TE5,1TE5,"30.816299438476562, -96.6010971069336",1TE5,Corpora Airport,270
small_airport,NA,US,US-TX,Wildorado,1TE6,1TE6,"35.118099212646484, -102.18499755859375",1TE6,Moore Airport,3850
small_airport,NA,US,US-TX,Floresville,1TE7,1TE7,"29.1210994720459, -98.3656005859375",1TE7,Ray Farm Airport,560
small_airport,NA,US,US-TX,Howe,1TE8,1TE8,"33.54899978637695, -96.55829620361328",1TE8,Kahuna Bay Airport,702
small_airport,NA,US,US-TX,Franklin,1TE9,1TE9,"31.271900177001953, -96.43920135498047",1TE9,Rmr Ranch Airport,420
small_airport,NA,US,US-TN,Lebanon,1TN0,1TN0,"36.246398925799994, -86.30280303960001",1TN0,Cedar Crest Field,540
small_airport,NA,US,US-TN,Rogersville,1TN2,1TN2,"36.445899963378906, -83.11239624023438",1TN2,Kay Airport,1250
small_airport,NA,US,US-TN,Belvidere,1TN3,1TN3,"35.13970184326172, -86.22219848632812",1TN3,Wagner Field,975
heliport,NA,US,US-TN,Dyersburg,1TN4,1TN4,"36.049400329589844, -89.37999725341797",1TN4,Methodist Healthcare Heliport,312
heliport,NA,US,US-TN,Columbia,1TN5,1TN5,"35.55619812011719, -87.05390167236328",1TN5,Maury Regional Hospital Heliport,651
small_airport,NA,US,US-TN,Karns,1TN6,1TN6,"35.972599029541016, -84.15689849853516",1TN6,Higdon Airfield,1000
heliport,NA,US,US-TN,Kingsport,1TN7,1TN7,"36.54790115356445, -82.52239990234375",1TN7,Brendle's Heliport,1210
heliport,NA,US,US-TN,Kingsport,1TN8,1TN8,"36.56679916381836, -82.5165023803711",1TN8,Ramada Helistop,1275
heliport,NA,US,US-TN,Manchester,1TN9,1TN9,"35.412601470947266, -86.13749694824219",1TN9,Rutledge Falls Heliport,1082
small_airport,NA,US,US-TX,Oak Island,1TS0,1TS0,"29.670499801635742, -94.6707992553711",1TS0,Eagle Air Airport,8
small_airport,NA,US,US-TX,Pattison,1TS1,1TS1,"29.912700653076172, -95.99410247802734",1TS1,Laas Farm Airport,165
small_airport,NA,US,US-TX,Hubbard,1TS2,1TS2,"31.82430076599121, -96.77850341796875",1TS2,Bar 16 Airport,547
small_airport,NA,US,US-TX,San Leon,1TS3,1TS3,"29.4960994720459, -94.95050048828125",1TS3,B & S Ultralightport,16
heliport,NA,US,US-TX,Plano,1TS4,1TS4,"33.06850051879883, -96.80139923095703",1TS4,Eds Hangar Heliport,660
heliport,NA,US,US-TX,Stafford,1TS5,1TS5,"29.643600463867188, -95.58110046386719",1TS5,Sugar Grove Heliport,81
small_airport,NA,US,US-TX,Carrizo Springs,1TS6,1TS6,"28.269399642944336, -99.93450164794922",1TS6,Dentonio Ranch Airport,825
heliport,NA,US,US-TX,Refugio,1TS7,1TS7,"28.313600540161133, -97.04550170898438",1TS7,Cig 804 Heliport,24
small_airport,NA,US,US-TX,Colorado City,1TS8,1TS8,"32.287601470947266, -100.72200012207031",1TS8,Landers Ranch Airport,2275
small_airport,NA,US,US-TX,Celina,1TS9,1TS9,"33.368056, -96.752778",1TS9,Four Winds Airport,775
small_airport,NA,US,US-TX,Gustine,1TX1,1TX1,"31.85569953918457, -98.41419982910156",1TX1,Yoakum Airport,1130
small_airport,NA,US,US-TX,Guthrie,1TX2,1TX2,"33.716800689697266, -100.1500015258789",1TX2,J Y Ranch-R B Masterson Iii Estate Airport,1808
small_airport,NA,US,US-TX,Guthrie,1TX3,1TX3,"33.42509841918945, -100.54199981689453",1TX3,Beggs Ranch Airport,1870
small_airport,NA,US,US-TX,Lago Vista,1TX4,1TX4,"30.428600311279297, -97.97049713134766",1TX4,Shoreline Ranch Airport,900
small_airport,NA,US,US-TX,Hale Center,1TX5,1TX5,"34.12919998168945, -101.90899658203125",1TX5,Laney Farm Airport,3483
small_airport,NA,US,US-TX,Hamilton,1TX6,1TX6,"31.69849967956543, -98.09639739990234",1TX6,Muxworthy Airport,1210
small_airport,NA,US,US-TX,Hamlin,1TX7,1TX7,"32.80569839477539, -100.18399810791016",1TX7,Killion Ranch Airport,1845
small_airport,NA,US,US-TX,Hart,1TX8,1TX8,"34.36949920654297, -102.08399963378906",1TX8,Hart Aerial Airport,3655
small_airport,NA,US,US-TX,Hawkins,1TX9,1TX9,"32.63759994506836, -95.16130065917969",1TX9,Hawk Ranch Airport,335
small_airport,NA,US,US-ID,Minidoka,1U0,1U0,"42.97489929199219, -113.35099792480469",1U0,Bear Trap Airport,4716
small_airport,NA,US,US-ID,Moose Creek Ranger Station,1U1,1U1,"46.1208000183, -114.927001953",1U1,Moose Creek /US Forest Service/ Airport,2454
small_airport,NA,US,US-ID,Murphy,1U3,1U3,"43.215999603271484, -116.54900360107422",1U3,Murphy Airport,2855
small_airport,NA,US,US-ID,New Meadows,1U4,1U4,"44.97909927368164, -116.28399658203125",1U4,New Meadows Airport,3908
small_airport,NA,US,US-ID,Oakley,1U6,1U6,"42.234100341796875, -113.87799835205078",1U6,Oakley Municipal Airport,4650
small_airport,NA,US,US-ID,Pine,1U9,1U9,"43.462398529052734, -115.30899810791016",1U9,Pine Airport,4232
heliport,NA,US,US-UT,Salt Lake City,1UT9,1UT9,"40.75490188598633, -111.8949966430664",1UT9,Tri-Arc Heliport,4367
small_airport,NA,US,US-VA,Sabot,1VA0,1VA0,"37.62929916381836, -77.74749755859375",1VA0,Sabot Airport,255
small_airport,NA,US,US-VA,Stuart,1VA1,1VA1,"36.735198974609375, -80.44879913330078",1VA1,Micro Airport,2923
heliport,NA,US,US-VA,Salem,1VA2,1VA2,"37.26259994506836, -80.03140258789062",1VA2,Lewis Gale Clinic Inc. Heliport,1070
small_airport,NA,US,US-VA,Lovingston,1VA3,1VA3,"37.658199310302734, -78.94560241699219",1VA3,Tye River Airport,650
heliport,NA,US,US-VA,Marshall,1VA4,1VA4,"38.93709945678711, -77.81919860839844",1VA4,Evergreen Heliport,525
small_airport,NA,US,US-VA,Severn,1VA5,1VA5,"37.27040100097656, -76.3927001953125",1VA5,Hoffman's Farm Airport,3
small_airport,NA,US,US-VA,South Boston,1VA7,1VA7,"36.66600036621094, -78.72250366210938",1VA7,Aaron Penston Field,413
small_airport,NA,US,US-VA,Chase City,1VA8,1VA8,"36.861900329589844, -78.41110229492188",1VA8,Hazelswart Airport,485
small_airport,NA,US,US-VA,Stafford,1VA9,1VA9,"38.432899475097656, -77.47049713134766",1VA9,Flying T Farm Airport,255
small_airport,NA,US,US-VA,Montross,1VG2,1VG2,"38.12770080566406, -76.68920135498047",1VG2,Whithall Farm Airport,23
small_airport,NA,US,US-WA,Almira,1W0,1W0,"47.72209930419922, -118.94300079345703",1W0,J-Z Airport,1950
small_airport,NA,US,US-WA,Camas,1W1,1W1,"45.62779998779297, -122.40399932861328",1W1,Grove Field,429
small_airport,NA,US,US-MD,Cumberland,1W3,1W3,"39.604801177978516, -78.7605972290039",1W3,Mexico Farms Airport,607
heliport,NA,US,US-WA,Vancouver,1WA0,1WA0,"45.720119, -122.649264",1WA0,Legacy Salmon Creek Hospital Heliport,195
heliport,NA,US,US-WA,Redmond,1WA1,1WA1,"47.64699935913086, -122.08699798583984",1WA1,Weber Point Heliport,32
small_airport,NA,US,US-WA,Winlock,1WA2,1WA2,"46.51919937133789, -122.88999938964844",1WA2,Pilot's Pastures Airport,450
heliport,NA,US,US-WA,Everett,1WA3,1WA3,"47.97949981689453, -122.18599700927734",1WA3,Calkins Equipment Company Heliport,10
heliport,NA,US,US-WA,Everett,1WA5,1WA5,"47.9995002746582, -122.20500183105469",1WA5,General Hospital of Everett Heliport,296
small_airport,NA,US,US-WA,Fall City,1WA6,1WA6,"47.55950164794922, -121.86399841308594",1WA6,Fall City Airport,140
heliport,NA,US,US-WA,Cougar,1WA7,1WA7,"46.14250183105469, -122.2249984741211",1WA7,Raincreek Heliport,700
heliport,NA,US,US-WA,Fort Lewis,1WA8,1WA8,"47.10649871826172, -122.55000305175781",1WA8,Madigan Hospital Heliport,300
small_airport,NA,US,US-WA,Friday Harbor,1WA9,1WA9,"48.535099029541016, -123.04499816894531",1WA9,Friday West Airport,150
small_airport,NA,US,US-OH,Troy,1WF,1WF,"40.014801025390625, -84.1980972290039",1WF,Waco Field,820
small_airport,NA,US,US-WI,Orfordville,1WI0,1WI0,"42.64250183105469, -89.31120300292969",1WI0,Spring Valley Farm Airport,850
small_airport,NA,US,US-WI,Oshkosh,1WI1,1WI1,"43.93280029296875, -88.70459747314453",1WI1,Williams Airport,800
small_airport,NA,US,US-WI,Princeton,1WI3,1WI3,"43.849998474121094, -89.1167984008789",1WI3,Bed-Ah-Wick Field,787
heliport,NA,US,US-WI,Racine,1WI4,1WI4,"42.70840072631836, -87.79170227050781",1WI4,Johnson Wax Heliport,640
